image_path,filename,part,quality,index,split,image_size
train\no_defect\door_no_defect_09_0009.jpg,door_no_defect_09_0009.jpg,door,no_defect,9,train,"[256, 256]"
train\no_defect\door_no_defect_10_0010.jpg,door_no_defect_10_0010.jpg,door,no_defect,10,train,"[256, 256]"
train\no_defect\door_no_defect_11_0011.jpg,door_no_defect_11_0011.jpg,door,no_defect,11,train,"[256, 256]"
train\no_defect\door_no_defect_12_0012.jpg,door_no_defect_12_0012.jpg,door,no_defect,12,train,"[256, 256]"
train\no_defect\door_no_defect_13_0013.jpg,door_no_defect_13_0013.jpg,door,no_defect,13,train,"[256, 256]"
train\no_defect\door_no_defect_14_0014.jpg,door_no_defect_14_0014.jpg,door,no_defect,14,train,"[256, 256]"
train\no_defect\door_no_defect_15_0015.jpg,door_no_defect_15_0015.jpg,door,no_defect,15,train,"[256, 256]"
train\no_defect\door_no_defect_16_0016.jpg,door_no_defect_16_0016.jpg,door,no_defect,16,train,"[256, 256]"
train\no_defect\door_no_defect_17_0017.jpg,door_no_defect_17_0017.jpg,door,no_defect,17,train,"[256, 256]"
train\no_defect\door_no_defect_19_0019.jpg,door_no_defect_19_0019.jpg,door,no_defect,19,train,"[256, 256]"
train\no_defect\fender_no_defect_00_0180.jpg,fender_no_defect_00_0180.jpg,fender,no_defect,0,train,"[256, 256]"
train\no_defect\fender_no_defect_01_0181.jpg,fender_no_defect_01_0181.jpg,fender,no_defect,1,train,"[256, 256]"
train\no_defect\fender_no_defect_03_0183.jpg,fender_no_defect_03_0183.jpg,fender,no_defect,3,train,"[256, 256]"
train\no_defect\fender_no_defect_04_0184.jpg,fender_no_defect_04_0184.jpg,fender,no_defect,4,train,"[256, 256]"
train\no_defect\fender_no_defect_05_0185.jpg,fender_no_defect_05_0185.jpg,fender,no_defect,5,train,"[256, 256]"
train\no_defect\fender_no_defect_07_0187.jpg,fender_no_defect_07_0187.jpg,fender,no_defect,7,train,"[256, 256]"
train\no_defect\fender_no_defect_08_0188.jpg,fender_no_defect_08_0188.jpg,fender,no_defect,8,train,"[256, 256]"
train\no_defect\fender_no_defect_09_0189.jpg,fender_no_defect_09_0189.jpg,fender,no_defect,9,train,"[256, 256]"
train\no_defect\fender_no_defect_10_0190.jpg,fender_no_defect_10_0190.jpg,fender,no_defect,10,train,"[256, 256]"
train\no_defect\fender_no_defect_11_0191.jpg,fender_no_defect_11_0191.jpg,fender,no_defect,11,train,"[256, 256]"
train\no_defect\fender_no_defect_12_0192.jpg,fender_no_defect_12_0192.jpg,fender,no_defect,12,train,"[256, 256]"
train\no_defect\fender_no_defect_14_0194.jpg,fender_no_defect_14_0194.jpg,fender,no_defect,14,train,"[256, 256]"
train\no_defect\fender_no_defect_16_0196.jpg,fender_no_defect_16_0196.jpg,fender,no_defect,16,train,"[256, 256]"
train\no_defect\fender_no_defect_17_0197.jpg,fender_no_defect_17_0197.jpg,fender,no_defect,17,train,"[256, 256]"
train\no_defect\headlight_no_defect_00_0480.jpg,headlight_no_defect_00_0480.jpg,headlight,no_defect,0,train,"[256, 256]"
train\no_defect\headlight_no_defect_01_0481.jpg,headlight_no_defect_01_0481.jpg,headlight,no_defect,1,train,"[256, 256]"
train\no_defect\headlight_no_defect_02_0482.jpg,headlight_no_defect_02_0482.jpg,headlight,no_defect,2,train,"[256, 256]"
train\no_defect\headlight_no_defect_03_0483.jpg,headlight_no_defect_03_0483.jpg,headlight,no_defect,3,train,"[256, 256]"
train\no_defect\headlight_no_defect_06_0486.jpg,headlight_no_defect_06_0486.jpg,headlight,no_defect,6,train,"[256, 256]"
train\no_defect\headlight_no_defect_07_0487.jpg,headlight_no_defect_07_0487.jpg,headlight,no_defect,7,train,"[256, 256]"
train\no_defect\headlight_no_defect_08_0488.jpg,headlight_no_defect_08_0488.jpg,headlight,no_defect,8,train,"[256, 256]"
train\no_defect\headlight_no_defect_09_0489.jpg,headlight_no_defect_09_0489.jpg,headlight,no_defect,9,train,"[256, 256]"
train\no_defect\headlight_no_defect_10_0490.jpg,headlight_no_defect_10_0490.jpg,headlight,no_defect,10,train,"[256, 256]"
train\no_defect\headlight_no_defect_11_0491.jpg,headlight_no_defect_11_0491.jpg,headlight,no_defect,11,train,"[256, 256]"
train\no_defect\headlight_no_defect_12_0492.jpg,headlight_no_defect_12_0492.jpg,headlight,no_defect,12,train,"[256, 256]"
train\no_defect\headlight_no_defect_13_0493.jpg,headlight_no_defect_13_0493.jpg,headlight,no_defect,13,train,"[256, 256]"
train\no_defect\headlight_no_defect_14_0494.jpg,headlight_no_defect_14_0494.jpg,headlight,no_defect,14,train,"[256, 256]"
train\no_defect\headlight_no_defect_15_0495.jpg,headlight_no_defect_15_0495.jpg,headlight,no_defect,15,train,"[256, 256]"
train\no_defect\headlight_no_defect_16_0496.jpg,headlight_no_defect_16_0496.jpg,headlight,no_defect,16,train,"[256, 256]"
train\no_defect\headlight_no_defect_17_0497.jpg,headlight_no_defect_17_0497.jpg,headlight,no_defect,17,train,"[256, 256]"
train\no_defect\headlight_no_defect_18_0498.jpg,headlight_no_defect_18_0498.jpg,headlight,no_defect,18,train,"[256, 256]"
train\no_defect\headlight_no_defect_19_0499.jpg,headlight_no_defect_19_0499.jpg,headlight,no_defect,19,train,"[256, 256]"
train\no_defect\hood_no_defect_01_0061.jpg,hood_no_defect_01_0061.jpg,hood,no_defect,1,train,"[256, 256]"
train\no_defect\hood_no_defect_02_0062.jpg,hood_no_defect_02_0062.jpg,hood,no_defect,2,train,"[256, 256]"
train\no_defect\hood_no_defect_03_0063.jpg,hood_no_defect_03_0063.jpg,hood,no_defect,3,train,"[256, 256]"
train\no_defect\hood_no_defect_05_0065.jpg,hood_no_defect_05_0065.jpg,hood,no_defect,5,train,"[256, 256]"
train\no_defect\hood_no_defect_06_0066.jpg,hood_no_defect_06_0066.jpg,hood,no_defect,6,train,"[256, 256]"
train\no_defect\hood_no_defect_07_0067.jpg,hood_no_defect_07_0067.jpg,hood,no_defect,7,train,"[256, 256]"
train\no_defect\hood_no_defect_08_0068.jpg,hood_no_defect_08_0068.jpg,hood,no_defect,8,train,"[256, 256]"
train\no_defect\hood_no_defect_09_0069.jpg,hood_no_defect_09_0069.jpg,hood,no_defect,9,train,"[256, 256]"
train\no_defect\hood_no_defect_10_0070.jpg,hood_no_defect_10_0070.jpg,hood,no_defect,10,train,"[256, 256]"
train\no_defect\hood_no_defect_13_0073.jpg,hood_no_defect_13_0073.jpg,hood,no_defect,13,train,"[256, 256]"
train\no_defect\hood_no_defect_14_0074.jpg,hood_no_defect_14_0074.jpg,hood,no_defect,14,train,"[256, 256]"
train\no_defect\hood_no_defect_15_0075.jpg,hood_no_defect_15_0075.jpg,hood,no_defect,15,train,"[256, 256]"
train\no_defect\hood_no_defect_17_0077.jpg,hood_no_defect_17_0077.jpg,hood,no_defect,17,train,"[256, 256]"
train\no_defect\hood_no_defect_18_0078.jpg,hood_no_defect_18_0078.jpg,hood,no_defect,18,train,"[256, 256]"
train\no_defect\hood_no_defect_19_0079.jpg,hood_no_defect_19_0079.jpg,hood,no_defect,19,train,"[256, 256]"
train\no_defect\roof_top_inside_no_defect_00_0660.jpg,roof_top_inside_no_defect_00_0660.jpg,roof_top_inside,no_defect,0,train,"[256, 256]"
train\no_defect\roof_top_inside_no_defect_01_0661.jpg,roof_top_inside_no_defect_01_0661.jpg,roof_top_inside,no_defect,1,train,"[256, 256]"
train\no_defect\roof_top_inside_no_defect_03_0663.jpg,roof_top_inside_no_defect_03_0663.jpg,roof_top_inside,no_defect,3,train,"[256, 256]"
train\no_defect\roof_top_inside_no_defect_04_0664.jpg,roof_top_inside_no_defect_04_0664.jpg,roof_top_inside,no_defect,4,train,"[256, 256]"
train\no_defect\roof_top_inside_no_defect_05_0665.jpg,roof_top_inside_no_defect_05_0665.jpg,roof_top_inside,no_defect,5,train,"[256, 256]"
train\no_defect\roof_top_inside_no_defect_06_0666.jpg,roof_top_inside_no_defect_06_0666.jpg,roof_top_inside,no_defect,6,train,"[256, 256]"
train\no_defect\roof_top_inside_no_defect_07_0667.jpg,roof_top_inside_no_defect_07_0667.jpg,roof_top_inside,no_defect,7,train,"[256, 256]"
train\no_defect\roof_top_inside_no_defect_08_0668.jpg,roof_top_inside_no_defect_08_0668.jpg,roof_top_inside,no_defect,8,train,"[256, 256]"
train\no_defect\roof_top_inside_no_defect_09_0669.jpg,roof_top_inside_no_defect_09_0669.jpg,roof_top_inside,no_defect,9,train,"[256, 256]"
train\no_defect\roof_top_inside_no_defect_10_0670.jpg,roof_top_inside_no_defect_10_0670.jpg,roof_top_inside,no_defect,10,train,"[256, 256]"
train\no_defect\roof_top_inside_no_defect_13_0673.jpg,roof_top_inside_no_defect_13_0673.jpg,roof_top_inside,no_defect,13,train,"[256, 256]"
train\no_defect\roof_top_inside_no_defect_14_0674.jpg,roof_top_inside_no_defect_14_0674.jpg,roof_top_inside,no_defect,14,train,"[256, 256]"
train\no_defect\roof_top_inside_no_defect_15_0675.jpg,roof_top_inside_no_defect_15_0675.jpg,roof_top_inside,no_defect,15,train,"[256, 256]"
train\no_defect\roof_top_inside_no_defect_16_0676.jpg,roof_top_inside_no_defect_16_0676.jpg,roof_top_inside,no_defect,16,train,"[256, 256]"
train\no_defect\roof_top_inside_no_defect_18_0678.jpg,roof_top_inside_no_defect_18_0678.jpg,roof_top_inside,no_defect,18,train,"[256, 256]"
train\no_defect\roof_top_inside_no_defect_19_0679.jpg,roof_top_inside_no_defect_19_0679.jpg,roof_top_inside,no_defect,19,train,"[256, 256]"
train\no_defect\roof_top_outside_no_defect_00_0720.jpg,roof_top_outside_no_defect_00_0720.jpg,roof_top_outside,no_defect,0,train,"[256, 256]"
train\no_defect\roof_top_outside_no_defect_03_0723.jpg,roof_top_outside_no_defect_03_0723.jpg,roof_top_outside,no_defect,3,train,"[256, 256]"
train\no_defect\roof_top_outside_no_defect_06_0726.jpg,roof_top_outside_no_defect_06_0726.jpg,roof_top_outside,no_defect,6,train,"[256, 256]"
train\no_defect\roof_top_outside_no_defect_07_0727.jpg,roof_top_outside_no_defect_07_0727.jpg,roof_top_outside,no_defect,7,train,"[256, 256]"
train\no_defect\roof_top_outside_no_defect_08_0728.jpg,roof_top_outside_no_defect_08_0728.jpg,roof_top_outside,no_defect,8,train,"[256, 256]"
train\no_defect\roof_top_outside_no_defect_09_0729.jpg,roof_top_outside_no_defect_09_0729.jpg,roof_top_outside,no_defect,9,train,"[256, 256]"
train\no_defect\roof_top_outside_no_defect_10_0730.jpg,roof_top_outside_no_defect_10_0730.jpg,roof_top_outside,no_defect,10,train,"[256, 256]"
train\no_defect\roof_top_outside_no_defect_11_0731.jpg,roof_top_outside_no_defect_11_0731.jpg,roof_top_outside,no_defect,11,train,"[256, 256]"
train\no_defect\roof_top_outside_no_defect_13_0733.jpg,roof_top_outside_no_defect_13_0733.jpg,roof_top_outside,no_defect,13,train,"[256, 256]"
train\no_defect\roof_top_outside_no_defect_14_0734.jpg,roof_top_outside_no_defect_14_0734.jpg,roof_top_outside,no_defect,14,train,"[256, 256]"
train\no_defect\roof_top_outside_no_defect_15_0735.jpg,roof_top_outside_no_defect_15_0735.jpg,roof_top_outside,no_defect,15,train,"[256, 256]"
train\no_defect\roof_top_outside_no_defect_16_0736.jpg,roof_top_outside_no_defect_16_0736.jpg,roof_top_outside,no_defect,16,train,"[256, 256]"
train\no_defect\roof_top_outside_no_defect_17_0737.jpg,roof_top_outside_no_defect_17_0737.jpg,roof_top_outside,no_defect,17,train,"[256, 256]"
train\no_defect\roof_top_outside_no_defect_18_0738.jpg,roof_top_outside_no_defect_18_0738.jpg,roof_top_outside,no_defect,18,train,"[256, 256]"
train\no_defect\roof_top_outside_no_defect_19_0739.jpg,roof_top_outside_no_defect_19_0739.jpg,roof_top_outside,no_defect,19,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_00_0360.jpg,side_mirror_no_defect_00_0360.jpg,side_mirror,no_defect,0,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_01_0361.jpg,side_mirror_no_defect_01_0361.jpg,side_mirror,no_defect,1,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_02_0362.jpg,side_mirror_no_defect_02_0362.jpg,side_mirror,no_defect,2,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_03_0363.jpg,side_mirror_no_defect_03_0363.jpg,side_mirror,no_defect,3,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_04_0364.jpg,side_mirror_no_defect_04_0364.jpg,side_mirror,no_defect,4,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_05_0365.jpg,side_mirror_no_defect_05_0365.jpg,side_mirror,no_defect,5,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_06_0366.jpg,side_mirror_no_defect_06_0366.jpg,side_mirror,no_defect,6,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_07_0367.jpg,side_mirror_no_defect_07_0367.jpg,side_mirror,no_defect,7,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_08_0368.jpg,side_mirror_no_defect_08_0368.jpg,side_mirror,no_defect,8,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_10_0370.jpg,side_mirror_no_defect_10_0370.jpg,side_mirror,no_defect,10,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_11_0371.jpg,side_mirror_no_defect_11_0371.jpg,side_mirror,no_defect,11,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_12_0372.jpg,side_mirror_no_defect_12_0372.jpg,side_mirror,no_defect,12,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_13_0373.jpg,side_mirror_no_defect_13_0373.jpg,side_mirror,no_defect,13,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_14_0374.jpg,side_mirror_no_defect_14_0374.jpg,side_mirror,no_defect,14,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_15_0375.jpg,side_mirror_no_defect_15_0375.jpg,side_mirror,no_defect,15,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_16_0376.jpg,side_mirror_no_defect_16_0376.jpg,side_mirror,no_defect,16,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_17_0377.jpg,side_mirror_no_defect_17_0377.jpg,side_mirror,no_defect,17,train,"[256, 256]"
train\no_defect\side_mirror_no_defect_18_0378.jpg,side_mirror_no_defect_18_0378.jpg,side_mirror,no_defect,18,train,"[256, 256]"
train\no_defect\trunk_no_defect_00_0420.jpg,trunk_no_defect_00_0420.jpg,trunk,no_defect,0,train,"[256, 256]"
train\no_defect\trunk_no_defect_01_0421.jpg,trunk_no_defect_01_0421.jpg,trunk,no_defect,1,train,"[256, 256]"
train\no_defect\trunk_no_defect_02_0422.jpg,trunk_no_defect_02_0422.jpg,trunk,no_defect,2,train,"[256, 256]"
train\no_defect\trunk_no_defect_03_0423.jpg,trunk_no_defect_03_0423.jpg,trunk,no_defect,3,train,"[256, 256]"
train\no_defect\trunk_no_defect_04_0424.jpg,trunk_no_defect_04_0424.jpg,trunk,no_defect,4,train,"[256, 256]"
train\no_defect\trunk_no_defect_05_0425.jpg,trunk_no_defect_05_0425.jpg,trunk,no_defect,5,train,"[256, 256]"
train\no_defect\trunk_no_defect_06_0426.jpg,trunk_no_defect_06_0426.jpg,trunk,no_defect,6,train,"[256, 256]"
train\no_defect\trunk_no_defect_07_0427.jpg,trunk_no_defect_07_0427.jpg,trunk,no_defect,7,train,"[256, 256]"
train\no_defect\trunk_no_defect_08_0428.jpg,trunk_no_defect_08_0428.jpg,trunk,no_defect,8,train,"[256, 256]"
train\no_defect\trunk_no_defect_09_0429.jpg,trunk_no_defect_09_0429.jpg,trunk,no_defect,9,train,"[256, 256]"
train\no_defect\trunk_no_defect_10_0430.jpg,trunk_no_defect_10_0430.jpg,trunk,no_defect,10,train,"[256, 256]"
train\no_defect\trunk_no_defect_11_0431.jpg,trunk_no_defect_11_0431.jpg,trunk,no_defect,11,train,"[256, 256]"
train\no_defect\trunk_no_defect_12_0432.jpg,trunk_no_defect_12_0432.jpg,trunk,no_defect,12,train,"[256, 256]"
train\no_defect\trunk_no_defect_14_0434.jpg,trunk_no_defect_14_0434.jpg,trunk,no_defect,14,train,"[256, 256]"
train\no_defect\trunk_no_defect_15_0435.jpg,trunk_no_defect_15_0435.jpg,trunk,no_defect,15,train,"[256, 256]"
train\no_defect\trunk_no_defect_16_0436.jpg,trunk_no_defect_16_0436.jpg,trunk,no_defect,16,train,"[256, 256]"
train\no_defect\trunk_no_defect_18_0438.jpg,trunk_no_defect_18_0438.jpg,trunk,no_defect,18,train,"[256, 256]"
train\no_defect\wheel_no_defect_01_0301.jpg,wheel_no_defect_01_0301.jpg,wheel,no_defect,1,train,"[256, 256]"
train\no_defect\wheel_no_defect_03_0303.jpg,wheel_no_defect_03_0303.jpg,wheel,no_defect,3,train,"[256, 256]"
train\no_defect\wheel_no_defect_04_0304.jpg,wheel_no_defect_04_0304.jpg,wheel,no_defect,4,train,"[256, 256]"
train\no_defect\wheel_no_defect_05_0305.jpg,wheel_no_defect_05_0305.jpg,wheel,no_defect,5,train,"[256, 256]"
train\no_defect\wheel_no_defect_06_0306.jpg,wheel_no_defect_06_0306.jpg,wheel,no_defect,6,train,"[256, 256]"
train\no_defect\wheel_no_defect_08_0308.jpg,wheel_no_defect_08_0308.jpg,wheel,no_defect,8,train,"[256, 256]"
train\no_defect\wheel_no_defect_11_0311.jpg,wheel_no_defect_11_0311.jpg,wheel,no_defect,11,train,"[256, 256]"
train\no_defect\wheel_no_defect_12_0312.jpg,wheel_no_defect_12_0312.jpg,wheel,no_defect,12,train,"[256, 256]"
train\no_defect\wheel_no_defect_13_0313.jpg,wheel_no_defect_13_0313.jpg,wheel,no_defect,13,train,"[256, 256]"
train\no_defect\wheel_no_defect_14_0314.jpg,wheel_no_defect_14_0314.jpg,wheel,no_defect,14,train,"[256, 256]"
train\no_defect\wheel_no_defect_16_0316.jpg,wheel_no_defect_16_0316.jpg,wheel,no_defect,16,train,"[256, 256]"
train\no_defect\wheel_no_defect_17_0317.jpg,wheel_no_defect_17_0317.jpg,wheel,no_defect,17,train,"[256, 256]"
train\no_defect\wheel_no_defect_18_0318.jpg,wheel_no_defect_18_0318.jpg,wheel,no_defect,18,train,"[256, 256]"
train\no_defect\whole_car_no_defect_02_0542.jpg,whole_car_no_defect_02_0542.jpg,whole_car,no_defect,2,train,"[256, 256]"
train\no_defect\whole_car_no_defect_03_0543.jpg,whole_car_no_defect_03_0543.jpg,whole_car,no_defect,3,train,"[256, 256]"
train\no_defect\whole_car_no_defect_04_0544.jpg,whole_car_no_defect_04_0544.jpg,whole_car,no_defect,4,train,"[256, 256]"
train\no_defect\whole_car_no_defect_05_0545.jpg,whole_car_no_defect_05_0545.jpg,whole_car,no_defect,5,train,"[256, 256]"
train\no_defect\whole_car_no_defect_07_0547.jpg,whole_car_no_defect_07_0547.jpg,whole_car,no_defect,7,train,"[256, 256]"
train\no_defect\whole_car_no_defect_08_0548.jpg,whole_car_no_defect_08_0548.jpg,whole_car,no_defect,8,train,"[256, 256]"
train\no_defect\whole_car_no_defect_09_0549.jpg,whole_car_no_defect_09_0549.jpg,whole_car,no_defect,9,train,"[256, 256]"
train\no_defect\whole_car_no_defect_10_0550.jpg,whole_car_no_defect_10_0550.jpg,whole_car,no_defect,10,train,"[256, 256]"
train\no_defect\whole_car_no_defect_11_0551.jpg,whole_car_no_defect_11_0551.jpg,whole_car,no_defect,11,train,"[256, 256]"
train\no_defect\whole_car_no_defect_12_0552.jpg,whole_car_no_defect_12_0552.jpg,whole_car,no_defect,12,train,"[256, 256]"
train\no_defect\whole_car_no_defect_13_0553.jpg,whole_car_no_defect_13_0553.jpg,whole_car,no_defect,13,train,"[256, 256]"
train\no_defect\whole_car_no_defect_15_0555.jpg,whole_car_no_defect_15_0555.jpg,whole_car,no_defect,15,train,"[256, 256]"
train\no_defect\whole_car_no_defect_16_0556.jpg,whole_car_no_defect_16_0556.jpg,whole_car,no_defect,16,train,"[256, 256]"
train\no_defect\whole_car_no_defect_18_0558.jpg,whole_car_no_defect_18_0558.jpg,whole_car,no_defect,18,train,"[256, 256]"
train\no_defect\whole_car_no_defect_19_0559.jpg,whole_car_no_defect_19_0559.jpg,whole_car,no_defect,19,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_00_0600.jpg,whole_car_no_mechanical_no_defect_00_0600.jpg,whole_car_no_mechanical,no_defect,0,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_01_0601.jpg,whole_car_no_mechanical_no_defect_01_0601.jpg,whole_car_no_mechanical,no_defect,1,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_02_0602.jpg,whole_car_no_mechanical_no_defect_02_0602.jpg,whole_car_no_mechanical,no_defect,2,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_03_0603.jpg,whole_car_no_mechanical_no_defect_03_0603.jpg,whole_car_no_mechanical,no_defect,3,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_04_0604.jpg,whole_car_no_mechanical_no_defect_04_0604.jpg,whole_car_no_mechanical,no_defect,4,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_05_0605.jpg,whole_car_no_mechanical_no_defect_05_0605.jpg,whole_car_no_mechanical,no_defect,5,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_06_0606.jpg,whole_car_no_mechanical_no_defect_06_0606.jpg,whole_car_no_mechanical,no_defect,6,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_07_0607.jpg,whole_car_no_mechanical_no_defect_07_0607.jpg,whole_car_no_mechanical,no_defect,7,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_08_0608.jpg,whole_car_no_mechanical_no_defect_08_0608.jpg,whole_car_no_mechanical,no_defect,8,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_09_0609.jpg,whole_car_no_mechanical_no_defect_09_0609.jpg,whole_car_no_mechanical,no_defect,9,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_10_0610.jpg,whole_car_no_mechanical_no_defect_10_0610.jpg,whole_car_no_mechanical,no_defect,10,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_11_0611.jpg,whole_car_no_mechanical_no_defect_11_0611.jpg,whole_car_no_mechanical,no_defect,11,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_12_0612.jpg,whole_car_no_mechanical_no_defect_12_0612.jpg,whole_car_no_mechanical,no_defect,12,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_13_0613.jpg,whole_car_no_mechanical_no_defect_13_0613.jpg,whole_car_no_mechanical,no_defect,13,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_14_0614.jpg,whole_car_no_mechanical_no_defect_14_0614.jpg,whole_car_no_mechanical,no_defect,14,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_15_0615.jpg,whole_car_no_mechanical_no_defect_15_0615.jpg,whole_car_no_mechanical,no_defect,15,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_16_0616.jpg,whole_car_no_mechanical_no_defect_16_0616.jpg,whole_car_no_mechanical,no_defect,16,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_17_0617.jpg,whole_car_no_mechanical_no_defect_17_0617.jpg,whole_car_no_mechanical,no_defect,17,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_18_0618.jpg,whole_car_no_mechanical_no_defect_18_0618.jpg,whole_car_no_mechanical,no_defect,18,train,"[256, 256]"
train\no_defect\whole_car_no_mechanical_no_defect_19_0619.jpg,whole_car_no_mechanical_no_defect_19_0619.jpg,whole_car_no_mechanical,no_defect,19,train,"[256, 256]"
train\no_defect\windshield_no_defect_00_0240.jpg,windshield_no_defect_00_0240.jpg,windshield,no_defect,0,train,"[256, 256]"
train\no_defect\windshield_no_defect_01_0241.jpg,windshield_no_defect_01_0241.jpg,windshield,no_defect,1,train,"[256, 256]"
train\no_defect\windshield_no_defect_02_0242.jpg,windshield_no_defect_02_0242.jpg,windshield,no_defect,2,train,"[256, 256]"
train\no_defect\windshield_no_defect_04_0244.jpg,windshield_no_defect_04_0244.jpg,windshield,no_defect,4,train,"[256, 256]"
train\no_defect\windshield_no_defect_05_0245.jpg,windshield_no_defect_05_0245.jpg,windshield,no_defect,5,train,"[256, 256]"
train\no_defect\windshield_no_defect_06_0246.jpg,windshield_no_defect_06_0246.jpg,windshield,no_defect,6,train,"[256, 256]"
train\no_defect\windshield_no_defect_07_0247.jpg,windshield_no_defect_07_0247.jpg,windshield,no_defect,7,train,"[256, 256]"
train\no_defect\windshield_no_defect_08_0248.jpg,windshield_no_defect_08_0248.jpg,windshield,no_defect,8,train,"[256, 256]"
train\no_defect\windshield_no_defect_09_0249.jpg,windshield_no_defect_09_0249.jpg,windshield,no_defect,9,train,"[256, 256]"
train\no_defect\windshield_no_defect_10_0250.jpg,windshield_no_defect_10_0250.jpg,windshield,no_defect,10,train,"[256, 256]"
train\no_defect\windshield_no_defect_11_0251.jpg,windshield_no_defect_11_0251.jpg,windshield,no_defect,11,train,"[256, 256]"
train\no_defect\windshield_no_defect_12_0252.jpg,windshield_no_defect_12_0252.jpg,windshield,no_defect,12,train,"[256, 256]"
train\no_defect\windshield_no_defect_13_0253.jpg,windshield_no_defect_13_0253.jpg,windshield,no_defect,13,train,"[256, 256]"
train\no_defect\windshield_no_defect_16_0256.jpg,windshield_no_defect_16_0256.jpg,windshield,no_defect,16,train,"[256, 256]"
train\no_defect\windshield_no_defect_17_0257.jpg,windshield_no_defect_17_0257.jpg,windshield,no_defect,17,train,"[256, 256]"
train\no_defect\windshield_no_defect_18_0258.jpg,windshield_no_defect_18_0258.jpg,windshield,no_defect,18,train,"[256, 256]"
